Commodity,State,Units,Year,Value,
"Vegetables, processed",Nebraska,Million dollars,2014,52.13366435,
"Vegetables, processed",Nebraska,Million dollars,2015,39.70369225,
"Vegetables, processed",Nebraska,Million dollars,2016,40.1288202,
"Vegetables, processed",Nebraska,Million dollars,2017,47.65018107,
"Vegetables, processed",Nebraska,Million dollars,2018,44.3440865,
"Vegetables, processed",Nebraska,Million dollars,2019,39.70679287,
"Vegetables, processed",Nebraska,Million dollars,2020,44.68990241,
"Vegetables, processed",Nebraska,Million dollars,2021,53.81704788,
"Vegetables, processed",Nebraska,Million dollars,2022,46.03198833,
Wheat,Nebraska,Million dollars,2000,108.4573142,
Wheat,Nebraska,Million dollars,2001,91.13383912,
Wheat,Nebraska,Million dollars,2002,125.3398518,
Wheat,Nebraska,Million dollars,2003,130.5873467,
Wheat,Nebraska,Million dollars,2004,142.9068141,
Wheat,Nebraska,Million dollars,2005,139.0607824,
Wheat,Nebraska,Million dollars,2006,146.1548931,
Wheat,Nebraska,Million dollars,2007,347.2383043,
Wheat,Nebraska,Million dollars,2008,348.9760524,
Wheat,Nebraska,Million dollars,2009,174.1077416,
Wheat,Nebraska,Million dollars,2010,200.0006314,
Wheat,Nebraska,Million dollars,2011,297.9261893,
Wheat,Nebraska,Million dollars,2012,253.6139398,
Wheat,Nebraska,Million dollars,2013,202.1539923,
Wheat,Nebraska,Million dollars,2014,239.3350273,
Wheat,Nebraska,Million dollars,2015,131.3300642,
Wheat,Nebraska,Million dollars,2016,122.0071383,
Wheat,Nebraska,Million dollars,2017,150.9776441,
Wheat,Nebraska,Million dollars,2018,140.8403013,
Wheat,Nebraska,Million dollars,2019,136.7730417,
Wheat,Nebraska,Million dollars,2020,118.8449378,
Wheat,Nebraska,Million dollars,2021,153.2253405,
Wheat,Nebraska,Million dollars,2022,151.9866595,
Beef and veal,Nevada,Million dollars,2000,14.8682744,
Beef and veal,Nevada,Million dollars,2001,16.16388914,
Beef and veal,Nevada,Million dollars,2002,11.98214198,
Beef and veal,Nevada,Million dollars,2003,15.5353834,
Beef and veal,Nevada,Million dollars,2004,3.595664583,
Beef and veal,Nevada,Million dollars,2005,5.856043381,
Beef and veal,Nevada,Million dollars,2006,8.290912056,
Beef and veal,Nevada,Million dollars,2007,10.5198793,
Beef and veal,Nevada,Million dollars,2008,12.22741414,
Beef and veal,Nevada,Million dollars,2009,13.56344224,
Beef and veal,Nevada,Million dollars,2010,17.33247752,
Beef and veal,Nevada,Million dollars,2011,21.8352088,
Beef and veal,Nevada,Million dollars,2012,24.43396647,
Beef and veal,Nevada,Million dollars,2013,27.05989051,
Beef and veal,Nevada,Million dollars,2014,34.48605953,
Beef and veal,Nevada,Million dollars,2015,32.09326381,
Beef and veal,Nevada,Million dollars,2016,29.26108151,
Beef and veal,Nevada,Million dollars,2017,33.41700466,
Beef and veal,Nevada,Million dollars,2018,40.67527791,
Beef and veal,Nevada,Million dollars,2019,38.31453302,
Beef and veal,Nevada,Million dollars,2020,37.07653477,
Beef and veal,Nevada,Million dollars,2021,53.01233531,
Beef and veal,Nevada,Million dollars,2022,51.92829992,
Broiler meat,Nevada,Million dollars,2000,0,
Broiler meat,Nevada,Million dollars,2001,0,
Broiler meat,Nevada,Million dollars,2002,0,
Broiler meat,Nevada,Million dollars,2003,0,
Broiler meat,Nevada,Million dollars,2004,0,
Broiler meat,Nevada,Million dollars,2005,0,
Broiler meat,Nevada,Million dollars,2006,0,
Broiler meat,Nevada,Million dollars,2007,0,
Broiler meat,Nevada,Million dollars,2008,0,
Broiler meat,Nevada,Million dollars,2009,0,
Broiler meat,Nevada,Million dollars,2010,0,
Broiler meat,Nevada,Million dollars,2011,0,
Broiler meat,Nevada,Million dollars,2012,0,
Broiler meat,Nevada,Million dollars,2013,0,
Broiler meat,Nevada,Million dollars,2014,0,
Broiler meat,Nevada,Million dollars,2015,0,
Broiler meat,Nevada,Million dollars,2016,0,
Broiler meat,Nevada,Million dollars,2017,0,
Broiler meat,Nevada,Million dollars,2018,0,
Broiler meat,Nevada,Million dollars,2019,0,
Broiler meat,Nevada,Million dollars,2020,0,
Broiler meat,Nevada,Million dollars,2021,0,
Broiler meat,Nevada,Million dollars,2022,0,
Corn,Nevada,Million dollars,2000,0,
Corn,Nevada,Million dollars,2001,0,
Corn,Nevada,Million dollars,2002,0,
Corn,Nevada,Million dollars,2003,0,
Corn,Nevada,Million dollars,2004,0,
Corn,Nevada,Million dollars,2005,0,
Corn,Nevada,Million dollars,2006,0,
Corn,Nevada,Million dollars,2007,0,
Corn,Nevada,Million dollars,2008,0,
Corn,Nevada,Million dollars,2009,0,
Corn,Nevada,Million dollars,2010,0,
Corn,Nevada,Million dollars,2011,0,
Corn,Nevada,Million dollars,2012,0,
Corn,Nevada,Million dollars,2013,0,
Corn,Nevada,Million dollars,2014,0,
Corn,Nevada,Million dollars,2015,0,
Corn,Nevada,Million dollars,2016,0,
Corn,Nevada,Million dollars,2017,0,
Corn,Nevada,Million dollars,2018,0,
Corn,Nevada,Million dollars,2019,0,
Corn,Nevada,Million dollars,2020,0,
Corn,Nevada,Million dollars,2021,0,
Corn,Nevada,Million dollars,2022,0,
Cotton,Nevada,Million dollars,2000,0,
Cotton,Nevada,Million dollars,2001,0,
Cotton,Nevada,Million dollars,2002,0,
Cotton,Nevada,Million dollars,2003,0,
Cotton,Nevada,Million dollars,2004,0,
Cotton,Nevada,Million dollars,2005,0,
Cotton,Nevada,Million dollars,2006,0,
Cotton,Nevada,Million dollars,2007,0,
Cotton,Nevada,Million dollars,2008,0,
Cotton,Nevada,Million dollars,2009,0,
Cotton,Nevada,Million dollars,2010,0,
Cotton,Nevada,Million dollars,2011,0,
Cotton,Nevada,Million dollars,2012,0,
Cotton,Nevada,Million dollars,2013,0,
Cotton,Nevada,Million dollars,2014,0,
Cotton,Nevada,Million dollars,2015,0,
Cotton,Nevada,Million dollars,2016,0,
Cotton,Nevada,Million dollars,2017,0,
Cotton,Nevada,Million dollars,2018,0,
Cotton,Nevada,Million dollars,2019,0,
Cotton,Nevada,Million dollars,2020,0,
Cotton,Nevada,Million dollars,2021,0,
Cotton,Nevada,Million dollars,2022,0,
Dairy products,Nevada,Million dollars,2000,2.428698166,
Dairy products,Nevada,Million dollars,2001,2.733878056,
Dairy products,Nevada,Million dollars,2002,2.411179168,
Dairy products,Nevada,Million dollars,2003,2.535076371,
Dairy products,Nevada,Million dollars,2004,3.97805349,
Dairy products,Nevada,Million dollars,2005,4.691975086,
Dairy products,Nevada,Million dollars,2006,5.29934855,
Dairy products,Nevada,Million dollars,2007,8.394363505,
Dairy products,Nevada,Million dollars,2008,11.777601,
Dairy products,Nevada,Million dollars,2009,6.451122372,
Dairy products,Nevada,Million dollars,2010,13.11384711,
Dairy products,Nevada,Million dollars,2011,16.57992172,
Dairy products,Nevada,Million dollars,2012,17.2341853,
Dairy products,Nevada,Million dollars,2013,21.37077096,
Dairy products,Nevada,Million dollars,2014,24.34208224,
Dairy products,Nevada,Million dollars,2015,17.1504758,
Dairy products,Nevada,Million dollars,2016,14.46909418,
Dairy products,Nevada,Million dollars,2017,17.80416548,
Dairy products,Nevada,Million dollars,2018,18.56082612,
Dairy products,Nevada,Million dollars,2019,20.51098915,
Dairy products,Nevada,Million dollars,2020,23.1127144,
Dairy products,Nevada,Million dollars,2021,27.54090258,
Dairy products,Nevada,Million dollars,2022,33.23881231,
Feeds and other feed grains,Nevada,Million dollars,2000,11.39890816,
Feeds and other feed grains,Nevada,Million dollars,2001,15.60610649,
Feeds and other feed grains,Nevada,Million dollars,2002,11.9806039,
Feeds and other feed grains,Nevada,Million dollars,2003,9.360226914,
Feeds and other feed grains,Nevada,Million dollars,2004,10.56181275,
Feeds and other feed grains,Nevada,Million dollars,2005,13.25083653,
Feeds and other feed grains,Nevada,Million dollars,2006,14.3373553,
Feeds and other feed grains,Nevada,Million dollars,2007,14.11582847,
Feeds and other feed grains,Nevada,Million dollars,2008,18.42518258,
Feeds and other feed grains,Nevada,Million dollars,2009,12.02821989,
Feeds and other feed grains,Nevada,Million dollars,2010,11.32479286,
Feeds and other feed grains,Nevada,Million dollars,2011,16.31100849,
Feeds and other feed grains,Nevada,Million dollars,2012,15.54872788,
Feeds and other feed grains,Nevada,Million dollars,2013,18.36989224,
Feeds and other feed grains,Nevada,Million dollars,2014,28.34956552,
Feeds and other feed grains,Nevada,Million dollars,2015,21.1177771,
Feeds and other feed grains,Nevada,Million dollars,2016,13.83873413,
Feeds and other feed grains,Nevada,Million dollars,2017,17.82520287,
Feeds and other feed grains,Nevada,Million dollars,2018,17.73013114,
Feeds and other feed grains,Nevada,Million dollars,2019,21.39539919,
Feeds and other feed grains,Nevada,Million dollars,2020,21.0544821,
Feeds and other feed grains,Nevada,Million dollars,2021,22.50006898,
Feeds and other feed grains,Nevada,Million dollars,2022,30.84005291,
"Fruits, fresh",Nevada,Million dollars,2000,0.082709426,
"Fruits, fresh",Nevada,Million dollars,2001,0.088513027,
"Fruits, fresh",Nevada,Million dollars,2002,0.073687531,
"Fruits, fresh",Nevada,Million dollars,2003,0.123124017,
"Fruits, fresh",Nevada,Million dollars,2004,0.144919342,
"Fruits, fresh",Nevada,Million dollars,2005,0.166166902,
"Fruits, fresh",Nevada,Million dollars,2006,0.190435657,
"Fruits, fresh",Nevada,Million dollars,2007,0.219376394,
"Fruits, fresh",Nevada,Million dollars,2008,0.428998604,
"Fruits, fresh",Nevada,Million dollars,2009,0.435128854,
"Fruits, fresh",Nevada,Million dollars,2010,0.495830811,
"Fruits, fresh",Nevada,Million dollars,2011,0.515180734,
"Fruits, fresh",Nevada,Million dollars,2012,0.56925477,
"Fruits, fresh",Nevada,Million dollars,2013,0.617451912,
"Fruits, fresh",Nevada,Million dollars,2014,0,
"Fruits, fresh",Nevada,Million dollars,2015,0,
"Fruits, fresh",Nevada,Million dollars,2016,0,
"Fruits, fresh",Nevada,Million dollars,2017,0,
"Fruits, fresh",Nevada,Million dollars,2018,0,
"Fruits, fresh",Nevada,Million dollars,2019,0,
"Fruits, fresh",Nevada,Million dollars,2020,0,
"Fruits, fresh",Nevada,Million dollars,2021,0,
"Fruits, fresh",Nevada,Million dollars,2022,0,
"Fruits, processed",Nevada,Million dollars,2000,0.07596257,
"Fruits, processed",Nevada,Million dollars,2001,0.07782423,
"Fruits, processed",Nevada,Million dollars,2002,0.064944839,
"Fruits, processed",Nevada,Million dollars,2003,0.108925849,
"Fruits, processed",Nevada,Million dollars,2004,0.137932248,
"Fruits, processed",Nevada,Million dollars,2005,0.13592781,
"Fruits, processed",Nevada,Million dollars,2006,0.176060022,
"Fruits, processed",Nevada,Million dollars,2007,0.208841743,
"Fruits, processed",Nevada,Million dollars,2008,0.39510416,
"Fruits, processed",Nevada,Million dollars,2009,0.384877233,
"Fruits, processed",Nevada,Million dollars,2010,0.440202449,
"Fruits, processed",Nevada,Million dollars,2011,0.476947344,
"Fruits, processed",Nevada,Million dollars,2012,0.489037911,
"Fruits, processed",Nevada,Million dollars,2013,0.547618356,
"Fruits, processed",Nevada,Million dollars,2014,0,
"Fruits, processed",Nevada,Million dollars,2015,0,
"Fruits, processed",Nevada,Million dollars,2016,0,
"Fruits, processed",Nevada,Million dollars,2017,0,
"Fruits, processed",Nevada,Million dollars,2018,0,
"Fruits, processed",Nevada,Million dollars,2019,0,
"Fruits, processed",Nevada,Million dollars,2020,0,
"Fruits, processed",Nevada,Million dollars,2021,0,
"Fruits, processed",Nevada,Million dollars,2022,0,
Grain products,Nevada,Million dollars,2000,4.3133202,
Grain products,Nevada,Million dollars,2001,5.739109938,
Grain products,Nevada,Million dollars,2002,5.267358965,
Grain products,Nevada,Million dollars,2003,4.339255172,
Grain products,Nevada,Million dollars,2004,5.596634344,
Grain products,Nevada,Million dollars,2005,7.285688129,
Grain products,Nevada,Million dollars,2006,8.149272273,
Grain products,Nevada,Million dollars,2007,7.652351085,
Grain products,Nevada,Million dollars,2008,7.546758369,
Grain products,Nevada,Million dollars,2009,6.073456073,
Grain products,Nevada,Million dollars,2010,5.214216545,
Grain products,Nevada,Million dollars,2011,7.273588224,
Grain products,Nevada,Million dollars,2012,7.212949419,
Grain products,Nevada,Million dollars,2013,7.513136236,
Grain products,Nevada,Million dollars,2014,10.38291656,
Grain products,Nevada,Million dollars,2015,6.219211205,
Grain products,Nevada,Million dollars,2016,4.859864447,
Grain products,Nevada,Million dollars,2017,6.521265579,
Grain products,Nevada,Million dollars,2018,6.325418145,
Grain products,Nevada,Million dollars,2019,8.327416459,
Grain products,Nevada,Million dollars,2020,7.222640381,
Grain products,Nevada,Million dollars,2021,6.55080978,
Grain products,Nevada,Million dollars,2022,9.358404741,
Hides and skins,Nevada,Million dollars,2000,5.104205752,
Hides and skins,Nevada,Million dollars,2001,7.229903194,
Hides and skins,Nevada,Million dollars,2002,5.299565281,
Hides and skins,Nevada,Million dollars,2003,5.906440543,
Hides and skins,Nevada,Million dollars,2004,6.046141641,
Hides and skins,Nevada,Million dollars,2005,5.870801703,
Hides and skins,Nevada,Million dollars,2006,6.559693132,
Hides and skins,Nevada,Million dollars,2007,6.815337108,
Hides and skins,Nevada,Million dollars,2008,5.95650635,
Hides and skins,Nevada,Million dollars,2009,4.856815373,
Hides and skins,Nevada,Million dollars,2010,7.232298876,
Hides and skins,Nevada,Million dollars,2011,7.986288983,
Hides and skins,Nevada,Million dollars,2012,9.289582893,
Hides and skins,Nevada,Million dollars,2013,10.20708413,
Hides and skins,Nevada,Million dollars,2014,10.70315595,
Hides and skins,Nevada,Million dollars,2015,9.826679439,
Hides and skins,Nevada,Million dollars,2016,6.811470058,
Hides and skins,Nevada,Million dollars,2017,6.61297488,
Hides and skins,Nevada,Million dollars,2018,5.416606186,
Hides and skins,Nevada,Million dollars,2019,3.734039197,
Hides and skins,Nevada,Million dollars,2020,3.046906486,
Hides and skins,Nevada,Million dollars,2021,4.257111757,
Hides and skins,Nevada,Million dollars,2022,3.63986333,
Other livestock products,Nevada,Million dollars,2000,6.280070456,
Other livestock products,Nevada,Million dollars,2001,6.775431035,
Other livestock products,Nevada,Million dollars,2002,6.891334418,
Other livestock products,Nevada,Million dollars,2003,6.21059677,
Other livestock products,Nevada,Million dollars,2004,6.315375954,
Other livestock products,Nevada,Million dollars,2005,6.90916881,
Other livestock products,Nevada,Million dollars,2006,7.304259374,
Other livestock products,Nevada,Million dollars,2007,8.439466133,
Other livestock products,Nevada,Million dollars,2008,3.507861319,
Other livestock products,Nevada,Million dollars,2009,6.062932878,
Other livestock products,Nevada,Million dollars,2010,7.405167803,
Other livestock products,Nevada,Million dollars,2011,13.56191545,
Other livestock products,Nevada,Million dollars,2012,15.45648145,
Other livestock products,Nevada,Million dollars,2013,13.43350684,
Other livestock products,Nevada,Million dollars,2014,12.39467641,
Other livestock products,Nevada,Million dollars,2015,10.6993443,
Other livestock products,Nevada,Million dollars,2016,9.594439884,
Other livestock products,Nevada,Million dollars,2017,10.01394087,
Other livestock products,Nevada,Million dollars,2018,11.81063202,
Other livestock products,Nevada,Million dollars,2019,12.13050675,
Other livestock products,Nevada,Million dollars,2020,13.01314438,
Other livestock products,Nevada,Million dollars,2021,18.58526658,
Other livestock products,Nevada,Million dollars,2022,18.64876582,
Other oilseeds and products,Nevada,Million dollars,2000,0,
Other oilseeds and products,Nevada,Million dollars,2001,0,
Other oilseeds and products,Nevada,Million dollars,2002,0,
Other oilseeds and products,Nevada,Million dollars,2003,0,
Other oilseeds and products,Nevada,Million dollars,2004,0,
Other oilseeds and products,Nevada,Million dollars,2005,0,
Other oilseeds and products,Nevada,Million dollars,2006,0,
Other oilseeds and products,Nevada,Million dollars,2007,0,
Other oilseeds and products,Nevada,Million dollars,2008,0,
Other oilseeds and products,Nevada,Million dollars,2009,0,
Other oilseeds and products,Nevada,Million dollars,2010,0,
Other oilseeds and products,Nevada,Million dollars,2011,0,
Other oilseeds and products,Nevada,Million dollars,2012,0,
Other oilseeds and products,Nevada,Million dollars,2013,0,
Other oilseeds and products,Nevada,Million dollars,2014,0,
Other oilseeds and products,Nevada,Million dollars,2015,0,
Other oilseeds and products,Nevada,Million dollars,2016,0,
Other oilseeds and products,Nevada,Million dollars,2017,0,
Other oilseeds and products,Nevada,Million dollars,2018,0,
Other oilseeds and products,Nevada,Million dollars,2019,0,
Other oilseeds and products,Nevada,Million dollars,2020,0,
Other oilseeds and products,Nevada,Million dollars,2021,0,
Other oilseeds and products,Nevada,Million dollars,2022,0,
Other plant products,Nevada,Million dollars,2000,10.03491571,
Other plant products,Nevada,Million dollars,2001,7.463737994,
Other plant products,Nevada,Million dollars,2002,5.159841215,
Other plant products,Nevada,Million dollars,2003,6.530354529,
Other plant products,Nevada,Million dollars,2004,6.840256042,
Other plant products,Nevada,Million dollars,2005,7.54986622,
Other plant products,Nevada,Million dollars,2006,8.561036022,
Other plant products,Nevada,Million dollars,2007,9.471764741,
Other plant products,Nevada,Million dollars,2008,14.3021473,
Other plant products,Nevada,Million dollars,2009,14.55911463,
Other plant products,Nevada,Million dollars,2010,17.13950588,
Other plant products,Nevada,Million dollars,2011,22.24123289,
Other plant products,Nevada,Million dollars,2012,29.93895883,
Other plant products,Nevada,Million dollars,2013,30.12484382,
Other plant products,Nevada,Million dollars,2014,32.00828055,
Other plant products,Nevada,Million dollars,2015,28.48105274,
Other plant products,Nevada,Million dollars,2016,32.49318264,
Other plant products,Nevada,Million dollars,2017,32.21840632,
Other plant products,Nevada,Million dollars,2018,35.71433492,
Other plant products,Nevada,Million dollars,2019,37.67633261,
Other plant products,Nevada,Million dollars,2020,31.4623477,
Other plant products,Nevada,Million dollars,2021,37.75108967,
Other plant products,Nevada,Million dollars,2022,39.89022994,
Other poultry products,Nevada,Million dollars,2000,0.020079555,
Other poultry products,Nevada,Million dollars,2001,0.021000519,
Other poultry products,Nevada,Million dollars,2002,0.018613395,
Other poultry products,Nevada,Million dollars,2003,0.017892432,
Other poultry products,Nevada,Million dollars,2004,0.025911258,
Other poultry products,Nevada,Million dollars,2005,0.195842941,
Other poultry products,Nevada,Million dollars,2006,0.184495987,
Other poultry products,Nevada,Million dollars,2007,0.3184146,
Other poultry products,Nevada,Million dollars,2008,0.693276146,
Other poultry products,Nevada,Million dollars,2009,0.692547904,
Other poultry products,Nevada,Million dollars,2010,0.813166919,
Other poultry products,Nevada,Million dollars,2011,0.955067527,
Other poultry products,Nevada,Million dollars,2012,2.431895449,
Other poultry products,Nevada,Million dollars,2013,2.335610423,
Other poultry products,Nevada,Million dollars,2014,2.461484471,
Other poultry products,Nevada,Million dollars,2015,2.007531338,
Other poultry products,Nevada,Million dollars,2016,1.451335297,
Other poultry products,Nevada,Million dollars,2017,1.473189158,
Other poultry products,Nevada,Million dollars,2018,1.821227125,
Other poultry products,Nevada,Million dollars,2019,1.59899325,
Other poultry products,Nevada,Million dollars,2020,1.751329731,
Other poultry products,Nevada,Million dollars,2021,2.003082822,
Other poultry products,Nevada,Million dollars,2022,2.708336354,
Pork,Nevada,Million dollars,2000,0.174433308,
Pork,Nevada,Million dollars,2001,0.106587403,
Pork,Nevada,Million dollars,2002,0.117821223,
Pork,Nevada,Million dollars,2003,0.100865326,
Pork,Nevada,Million dollars,2004,0.162588076,
Pork,Nevada,Million dollars,2005,0.222961805,
Pork,Nevada,Million dollars,2006,0.184255101,
Pork,Nevada,Million dollars,2007,0.30612296,
Pork,Nevada,Million dollars,2008,0.220528321,
Pork,Nevada,Million dollars,2009,0.309011575,
Pork,Nevada,Million dollars,2010,0.305483805,
Pork,Nevada,Million dollars,2011,0.210292809,
Pork,Nevada,Million dollars,2012,0.310351702,
Pork,Nevada,Million dollars,2013,0.351320579,
Pork,Nevada,Million dollars,2014,0.373752677,
Pork,Nevada,Million dollars,2015,0.216138041,
Pork,Nevada,Million dollars,2016,0.154030963,
Pork,Nevada,Million dollars,2017,0.052711555,
Pork,Nevada,Million dollars,2018,0.055499269,
Pork,Nevada,Million dollars,2019,0.159191334,
Pork,Nevada,Million dollars,2020,0.268202395,
Pork,Nevada,Million dollars,2021,0.213191159,
Pork,Nevada,Million dollars,2022,0.053865646,
Rice,Nevada,Million dollars,2000,0,
Rice,Nevada,Million dollars,2001,0,
Rice,Nevada,Million dollars,2002,0,
Rice,Nevada,Million dollars,2003,0,
Rice,Nevada,Million dollars,2004,0,
Rice,Nevada,Million dollars,2005,0,
Rice,Nevada,Million dollars,2006,0,
Rice,Nevada,Million dollars,2007,0,
Rice,Nevada,Million dollars,2008,0,
Rice,Nevada,Million dollars,2009,0,
Rice,Nevada,Million dollars,2010,0,
Rice,Nevada,Million dollars,2011,0,
Rice,Nevada,Million dollars,2012,0,
Rice,Nevada,Million dollars,2013,0,
Rice,Nevada,Million dollars,2014,0,
Rice,Nevada,Million dollars,2015,0,
Rice,Nevada,Million dollars,2016,0,
Rice,Nevada,Million dollars,2017,0,
Rice,Nevada,Million dollars,2018,0,
Rice,Nevada,Million dollars,2019,0,
Rice,Nevada,Million dollars,2020,0,
Rice,Nevada,Million dollars,2021,0,
Rice,Nevada,Million dollars,2022,0,
Soybean meal,Nevada,Million dollars,2000,0,
Soybean meal,Nevada,Million dollars,2001,0,
Soybean meal,Nevada,Million dollars,2002,0,
Soybean meal,Nevada,Million dollars,2003,0,
Soybean meal,Nevada,Million dollars,2004,0,
Soybean meal,Nevada,Million dollars,2005,0,
Soybean meal,Nevada,Million dollars,2006,0,
Soybean meal,Nevada,Million dollars,2007,0,
Soybean meal,Nevada,Million dollars,2008,0,
Soybean meal,Nevada,Million dollars,2009,0,
Soybean meal,Nevada,Million dollars,2010,0,
Soybean meal,Nevada,Million dollars,2011,0,
Soybean meal,Nevada,Million dollars,2012,0,
Soybean meal,Nevada,Million dollars,2013,0,
Soybean meal,Nevada,Million dollars,2014,0,
Soybean meal,Nevada,Million dollars,2015,0,
Soybean meal,Nevada,Million dollars,2016,0,
Soybean meal,Nevada,Million dollars,2017,0,
Soybean meal,Nevada,Million dollars,2018,0,
Soybean meal,Nevada,Million dollars,2019,0,
Soybean meal,Nevada,Million dollars,2020,0,
Soybean meal,Nevada,Million dollars,2021,0,
Soybean meal,Nevada,Million dollars,2022,0,
Soybeans,Nevada,Million dollars,2000,0,
Soybeans,Nevada,Million dollars,2001,0,
Soybeans,Nevada,Million dollars,2002,0,
Soybeans,Nevada,Million dollars,2003,0,
Soybeans,Nevada,Million dollars,2004,0,
Soybeans,Nevada,Million dollars,2005,0,
Soybeans,Nevada,Million dollars,2006,0,
Soybeans,Nevada,Million dollars,2007,0,
Soybeans,Nevada,Million dollars,2008,0,
Soybeans,Nevada,Million dollars,2009,0,
Soybeans,Nevada,Million dollars,2010,0,
Soybeans,Nevada,Million dollars,2011,0,
Soybeans,Nevada,Million dollars,2012,0,
Soybeans,Nevada,Million dollars,2013,0,
Soybeans,Nevada,Million dollars,2014,0,
Soybeans,Nevada,Million dollars,2015,0,
Soybeans,Nevada,Million dollars,2016,0,
Soybeans,Nevada,Million dollars,2017,0,
Soybeans,Nevada,Million dollars,2018,0,
Soybeans,Nevada,Million dollars,2019,0,
Soybeans,Nevada,Million dollars,2020,0,
Soybeans,Nevada,Million dollars,2021,0,
Soybeans,Nevada,Million dollars,2022,0,
Tobacco,Nevada,Million dollars,2000,0,
Tobacco,Nevada,Million dollars,2001,0,
Tobacco,Nevada,Million dollars,2002,0,
Tobacco,Nevada,Million dollars,2003,0,
Tobacco,Nevada,Million dollars,2004,0,
Tobacco,Nevada,Million dollars,2005,0,
Tobacco,Nevada,Million dollars,2006,0,
Tobacco,Nevada,Million dollars,2007,0,
Tobacco,Nevada,Million dollars,2008,0,
Tobacco,Nevada,Million dollars,2009,0,
Tobacco,Nevada,Million dollars,2010,0,
Tobacco,Nevada,Million dollars,2011,0,
Tobacco,Nevada,Million dollars,2012,0,
Tobacco,Nevada,Million dollars,2013,0,
Tobacco,Nevada,Million dollars,2014,0,
Tobacco,Nevada,Million dollars,2015,0,
Tobacco,Nevada,Million dollars,2016,0,
Tobacco,Nevada,Million dollars,2017,0,
Tobacco,Nevada,Million dollars,2018,0,
Tobacco,Nevada,Million dollars,2019,0,
Tobacco,Nevada,Million dollars,2020,0,
Tobacco,Nevada,Million dollars,2021,0,
Tobacco,Nevada,Million dollars,2022,0,
Total agricultural exports,Nevada,Million dollars,2000,65.261802,
Total agricultural exports,Nevada,Million dollars,2001,69.60395571,
Total agricultural exports,Nevada,Million dollars,2002,57.53719858,
Total agricultural exports,Nevada,Million dollars,2003,60.13378164,
Total agricultural exports,Nevada,Million dollars,2004,55.4399417,
Total agricultural exports,Nevada,Million dollars,2005,63.52996244,
Total agricultural exports,Nevada,Million dollars,2006,77.70379851,
Total agricultural exports,Nevada,Million dollars,2007,84.2338702,
Total agricultural exports,Nevada,Million dollars,2008,101.3419029,
Total agricultural exports,Nevada,Million dollars,2009,98.01595807,
Total agricultural exports,Nevada,Million dollars,2010,111.5696937,
Total agricultural exports,Nevada,Million dollars,2011,146.785529,
Total agricultural exports,Nevada,Million dollars,2012,141.6303698,
Total agricultural exports,Nevada,Million dollars,2013,148.3649656,
Total agricultural exports,Nevada,Million dollars,2014,170.0091503,
Total agricultural exports,Nevada,Million dollars,2015,133.7555006,
Total agricultural exports,Nevada,Million dollars,2016,116.0385649,
Total agricultural exports,Nevada,Million dollars,2017,129.2535939,
Total agricultural exports,Nevada,Million dollars,2018,141.3572477,
Total agricultural exports,Nevada,Million dollars,2019,143.847401,
Total agricultural exports,Nevada,Million dollars,2020,138.0083023,
Total agricultural exports,Nevada,Million dollars,2021,172.4138586,
Total agricultural exports,Nevada,Million dollars,2022,190.306631,
Total animal products,Nevada,Million dollars,2000,28.87576164,
Total animal products,Nevada,Million dollars,2001,33.03068935,
Total animal products,Nevada,Million dollars,2002,26.72065547,
Total animal products,Nevada,Million dollars,2003,30.30625484,
Total animal products,Nevada,Million dollars,2004,20.123735,
Total animal products,Nevada,Million dollars,2005,23.74679373,
Total animal products,Nevada,Million dollars,2006,27.8229642,
Total animal products,Nevada,Million dollars,2007,34.79358361,
Total animal products,Nevada,Million dollars,2008,34.38318728,
Total animal products,Nevada,Million dollars,2009,31.93587234,
Total animal products,Nevada,Million dollars,2010,46.20244203,
Total animal products,Nevada,Million dollars,2011,61.12869528,
Total animal products,Nevada,Million dollars,2012,69.15646327,
Total animal products,Nevada,Million dollars,2013,74.75818344,
Total animal products,Nevada,Million dollars,2014,84.76121128,
Total animal products,Nevada,Million dollars,2015,71.99343273,
Total animal products,Nevada,Million dollars,2016,61.74145189,
Total animal products,Nevada,Million dollars,2017,69.3739866,
Total animal products,Nevada,Million dollars,2018,78.34006863,
Total animal products,Nevada,Million dollars,2019,76.44825269,
Total animal products,Nevada,Million dollars,2020,78.26883216,
Total animal products,Nevada,Million dollars,2021,105.6118902,
Total animal products,Nevada,Million dollars,2022,110.2179434,
Total plant products,Nevada,Million dollars,2000,36.38604037,
Total plant products,Nevada,Million dollars,2001,36.57326636,
Total plant products,Nevada,Million dollars,2002,30.81654311,
Total plant products,Nevada,Million dollars,2003,29.8275268,
Total plant products,Nevada,Million dollars,2004,35.3162067,
Total plant products,Nevada,Million dollars,2005,39.78316871,
Total plant products,Nevada,Million dollars,2006,49.88083431,
Total plant products,Nevada,Million dollars,2007,49.44028659,
Total plant products,Nevada,Million dollars,2008,66.95871562,
Total plant products,Nevada,Million dollars,2009,66.08008573,
Total plant products,Nevada,Million dollars,2010,65.3672517,
Total plant products,Nevada,Million dollars,2011,85.65683376,
Total plant products,Nevada,Million dollars,2012,72.47390656,
Total plant products,Nevada,Million dollars,2013,73.60678212,
Total plant products,Nevada,Million dollars,2014,85.24793899,
Total plant products,Nevada,Million dollars,2015,61.76206784,
